bc,bh,legacy_combined_mse,fast_combined_mse,slow-N_combined_mse
0.17500000000000002,1.3,0.04816141091854962,0.0480333328973293,0.04795136932915727
0.17500000000000002,1.4000000000000001,0.04915601411980331,0.04881038994675602,0.04894048350684429
0.17500000000000002,1.5,0.05030130471992803,0.04970905771315629,0.05007493351531031
0.17500000000000002,1.6,0.0515915833879972,0.05072249148920841,0.05134772059117948
0.17500000000000002,1.7000000000000002,0.053020437130378274,0.05184346612196823,0.05275117622815896
0.17500000000000002,1.8,0.05458079749499616,0.05306445849436835,0.05427709712965699
0.17500000000000002,1.9000000000000001,0.056264968766925605,0.0543777123234697,0.05591688606034952
0.17500000000000002,2.0,0.05806465003132247,0.05577528869986547,0.05766172389310492
0.17500000000000002,2.1,0.059970986039867134,0.057249108367270776,0.05950277721249894
0.17500000000000002,2.2,0.061974673590553024,0.05879099081941632,0.06143141347099093
0.17500000000000002,2.3000000000000003,0.06406612472445722,0.060392693664009345,0.06343937827130042
0.17500000000000002,2.4000000000000004,0.06623566256658102,0.062045954461311045,0.0655188977345146
0.17500000000000002,2.5,0.0684737152385828,0.06374253644947032,0.06766269393542969
0.17500000000000002,2.6,0.07077097949484008,0.06547427888378127,0.06986392691809024
0.17500000000000002,2.7,0.07311853996774194,0.06723315179254934,0.07211609204631196
0.17500000000000002,2.8000000000000003,0.07550794286522591,0.06901131374636028,0.07441290414798304
0.17500000000000002,2.9000000000000004,0.07793123031702048,0.07080117011405691,0.07674819347056373
0.17500000000000002,3.0,0.08038094378853619,0.0725954287358045,0.07911582797529361
0.17500000000000002,3.1,0.08285010447739956,0.074387150189947,0.0815096662616766
0.17500000000000002,3.2,0.08533217733502443,0.07616979060048962,0.08392353798833328
0.17500000000000002,3.3000000000000003,0.08782102410791987,0.0779372357080931,0.08635124483533915
0.17500000000000002,3.4000000000000004,0.09031084965917191,0.0796838253592929,0.08878657431974261
0.17500000000000002,3.5,0.0927961448477377,0.08140436772535208,0.09122331995860516
0.17500000000000002,3.6,0.09527162863827734,0.0830941428215872,0.09365530318933524
0.17500000000000002,3.7,0.09773219211689449,0.08474889559700985,0.09607639433027114
0.17500000000000002,3.8000000000000003,0.10017284765723374,0.08636482000571485,0.09848053141865894
0.17500000000000002,3.9000000000000004,0.10258868723494648,0.08793853670001527,0.1008617370410237
0.17500000000000002,4.0,0.10497485428182488,0.08946706781150282,0.10321413436828741
0.2,0.0,0.043448446994479875,0.044108565974529355,0.043190527680292634
0.2,0.1,0.043329964379715855,0.04390817674365833,0.043081052443969814
0.2,0.2,0.043372181974501135,0.0438666350304192,0.04313063135593962
0.2,0.30000000000000004,0.04357453143268584,0.04398125735173643,0.04333902339501498
0.2,0.4,0.043935877167472936,0.04424860629224224,0.04370525563289602
0.2,0.5,0.044454823381264996,0.04466483839915686,0.04422797128017621
0.2,0.6000000000000001,0.04512973848030809,0.04522578396216269,0.044905455587608875
0.2,0.7000000000000001,0.045958585319318394,0.04592685696867053,0.045735436358750985
0.2,0.8,0.04693867656256923,0.04676290589684119,0.046714810693027214
0.2,0.9,0.04806647071809461,0.0477280944082674,0.047839431175882435
0.2,1.0,0.04933748373882708,0.04881586516810503,0.049104019533226496
0.2,1.1,0.05074631474428898,0.05001899267210645,0.050502203772404025
0.2,1.2000000000000002,0.052286727164315115,0.05132969176998865,0.052026637627799424
0.2,1.3,0.05395173129625426,0.05273974025765999,0.05366916364818402
0.2,1.4000000000000001,0.05573365148844359,0.054240591400451295,0.05542099709250176
0.2,1.5,0.05762418476632818,0.05582347170938783,0.05727292065750458
0.2,1.6,0.05961446446527424,0.05747946717025451,0.0592154897162976
0.2,1.7000000000000002,0.06169514731255812,0.0591996007761236,0.06123924983384917
0.2,1.8,0.06385654289217911,0.060974902925032555,0.06333495739358819
0.2,1.9000000000000001,0.06608879153612163,0.06279647644518373,0.06549377801501667
0.2,2.0,0.068382075431812,0.06465555856817636,0.06770743132892725
0.2,2.1,0.07072683252291845,0.0665435819103253,0.06996826091628994
0.2,2.2,0.07311394184465549,0.06845223527135479,0.07226922798897649
0.2,2.3000000000000003,0.07553485931580287,0.07037352321875817,0.07460384537519973
0.2,2.4000000000000004,0.0779816966144035,0.07229982164424563,0.076966077500704
0.2,2.5,0.08044724645517169,0.07422392552247496,0.07935023170311553
0.2,2.6,0.08292496354629766,0.0761390855265007,0.081750859721923
0.2,2.7,0.08540891273513802,0.07803903188203311,0.08416267968885409
0.2,2.8000000000000003,0.08789369590114565,0.07991798608137603,0.08658052142880047
